TUCASEID,TULINENO,TEAGE,TERRP,TESEX,TXAGE,TXRRP,TXSEX
20240302241556,1,68,18,2,0,0,0
20240302241556,2,39,22,1,0,0,0
20240302241565,1,55,19,1,0,0,0
20240302241566,1,37,18,2,0,0,0
20240302241566,2,54,20,1,0,0,0
20240302241566,3,10,22,2,0,0,0
20240302241566,4,6,22,1,0,0,0
20240302241566,5,5,22,2,0,0,0
20240302241566,6,0,22,1,0,0,0
20240302241567,1,44,18,1,0,0,0
20240302241567,2,38,20,2,0,0,0
20240302241567,3,14,22,1,0,0,0
20240302241567,4,13,22,2,0,0,0
20240302241578,1,33,19,1,0,0,0
20240302241580,1,26,19,1,0,0,0
20240302241586,1,33,18,2,0,0,0
20240302241586,2,36,20,1,0,0,0
20240302241587,1,66,18,2,0,0,0
20240302241587,2,72,20,1,0,0,0
20240302241600,1,52,18,1,0,0,0
20240302241600,2,54,20,2,0,0,0
20240302241611,1,65,18,1,0,0,0
20240302241611,2,63,20,2,0,0,0
20240302241611,3,30,22,2,0,0,0
20240302241612,1,74,18,1,0,0,0
20240302241612,2,72,20,2,0,0,0
20240302241612,3,46,22,2,0,0,0
20240302241612,4,21,23,2,0,0,0
20240302241617,1,27,19,1,0,0,0
20240302241617,2,2,40,2,0,0,0
20240302241618,1,35,18,1,0,0,0
20240302241618,2,33,20,2,0,0,0
20240302241619,1,40,18,2,0,0,0
20240302241619,2,64,24,2,0,0,0
20240302241619,3,36,30,1,0,0,0
20240302241624,1,35,18,2,0,0,0
20240302241624,2,41,20,1,0,0,0
20240302241624,3,13,22,1,0,0,0
20240302241624,4,5,22,1,0,0,0
20240302241626,1,80,18,1,0,0,0
20240302241626,2,76,20,2,0,0,0
20240302241629,1,59,18,1,0,0,0
20240302241629,2,55,20,2,0,0,0
20240302241633,1,37,18,1,0,0,0
20240302241633,2,35,20,2,0,0,0
20240302241633,3,6,22,2,0,0,0
20240302241644,1,29,18,2,0,0,0
20240302241644,2,35,20,1,0,0,0
20240302241644,3,2,22,1,0,0,0
20240302241644,4,1,22,1,0,0,0
20240302241649,1,54,19,1,0,0,0
20240302241649,2,52,28,2,0,0,0
20240302241651,1,43,18,1,0,0,0
20240302241651,2,36,20,2,0,0,0
20240302241651,3,13,22,2,0,0,0
20240302241651,4,9,22,1,0,0,0
20240302241651,5,9,22,2,0,0,0
20240302241651,6,17,22,1,0,0,0
20240302241659,1,47,18,1,0,0,0
20240302241659,2,47,20,2,0,0,0
20240302241659,3,5,22,2,0,0,0
20240302241660,1,40,18,2,0,0,0
20240302241660,2,6,22,2,0,0,0
20240302241660,3,45,21,1,0,0,0
20240302241663,1,70,18,2,0,0,0
20240302241663,2,70,20,1,0,0,0
20240302241664,1,70,18,2,0,0,0
20240302241664,2,70,20,1,0,0,0
20240302241673,1,31,18,1,0,0,0
20240302241673,2,31,20,2,0,0,0
20240302241673,3,0,22,2,0,0,0
20240302241674,1,44,18,1,0,0,0
20240302241674,2,39,20,2,0,0,0
20240302241674,3,4,22,1,0,0,0
20240302241677,1,35,18,1,0,0,0
20240302241677,2,33,20,2,0,0,0
20240302241677,3,5,22,2,0,0,0
20240302241677,4,2,22,1,0,0,0
20240302241685,1,34,18,2,0,0,0
20240302241685,2,35,20,1,0,0,0
20240302241685,3,15,22,2,0,0,0
20240302241685,4,12,22,2,0,0,0
20240302241685,5,8,22,2,0,0,0
20240302241685,6,3,22,2,0,0,0
20240302241686,1,66,18,2,0,0,0
20240302241686,2,77,20,1,0,0,0
20240302241689,1,56,18,1,0,0,0
20240302241689,2,51,28,1,0,0,0
20240302241689,3,43,28,1,0,0,0
20240302241689,5,40,28,1,0,0,0
20240302241691,1,74,19,2,0,0,0
20240302241691,3,42,22,2,0,0,0
20240302241691,4,43,26,1,0,0,0
20240302241691,5,24,23,2,0,0,0
20240302241691,6,15,23,2,0,0,0
20240302241693,1,42,18,1,0,0,0
20240302241693,2,40,20,2,0,0,0
20240302241693,3,11,22,2,0,0,0
20240302241693,4,11,22,2,0,0,0
20240302241694,1,55,19,1,0,0,0
20240302241697,1,60,19,1,0,0,0
20240302241699,1,59,19,1,0,0,0
20240302241703,1,85,18,2,60,0,0
20240302241703,2,85,20,1,60,0,0
20240302241705,1,28,18,2,0,0,0
20240302241705,2,34,20,1,0,0,0
20240302241715,1,76,19,1,0,0,0
20240302241719,1,80,18,1,0,0,0
20240302241719,2,78,20,2,0,0,0
20240302241724,1,28,19,1,0,0,0
20240302241724,2,29,21,2,0,0,0
20240302241725,1,41,18,1,0,0,0
20240302241725,2,40,20,2,0,0,0
20240302241730,1,45,18,1,0,0,0
20240302241730,2,44,20,2,0,0,0
20240302241730,3,15,22,1,0,0,0
20240302241730,4,9,22,2,0,0,0
20240302241730,5,13,22,1,0,0,0
20240302241732,1,39,18,2,0,0,0
20240302241732,2,48,20,1,0,0,0
20240302241732,3,15,22,2,0,0,0
20240302241732,4,11,22,2,0,0,0
20240302241732,5,5,22,1,0,0,0
20240302241733,1,29,19,2,0,0,0
20240302241750,1,80,19,2,0,0,0
20240302241753,1,62,19,2,0,0,0
20240302241756,1,62,18,1,0,0,0
20240302241756,2,63,20,2,0,0,0
20240302241756,3,3,22,1,0,0,0
20240302241757,1,85,18,1,60,0,0
20240302241757,2,85,20,2,60,0,0
20240302241758,1,67,18,2,0,0,0
20240302241758,2,34,22,2,0,0,0
20240302241758,3,13,23,2,0,0,0
20240302241758,4,0,23,2,0,0,0
20240302241758,5,35,26,1,0,0,0
20240302241759,1,55,18,1,0,0,0
20240302241759,2,53,20,2,0,0,0
20240302241762,1,48,18,2,0,0,0
20240302241762,2,50,20,1,0,0,0
20240302241770,1,85,18,2,60,0,0
20240302241770,2,57,22,2,0,0,0
20240302241771,1,45,18,2,0,0,0
20240302241771,2,69,24,2,0,0,0
20240302241772,1,48,18,1,0,0,0
20240302241772,2,71,26,2,0,0,0
20240302241772,3,44,20,2,0,0,0
20240302241772,4,15,22,2,0,0,0
20240302241772,5,13,22,1,0,0,0
20240302241773,1,80,18,1,60,0,0
20240302241773,2,80,20,2,60,0,0
20240302241775,1,80,18,1,0,0,0
20240302241775,2,78,20,2,0,0,0
20240302241788,1,42,18,1,0,0,0
20240302241788,2,14,22,2,0,0,0
20240302241788,3,13,22,1,0,0,0
20240302241788,4,13,22,1,0,0,0
20240302241790,1,80,18,1,0,0,0
20240302241790,2,78,20,2,0,0,0
20240302241804,1,85,19,2,60,0,0
20240302241806,1,42,19,2,0,0,0
20240302241811,1,30,18,2,0,0,0
20240302241811,2,51,24,2,0,0,0
20240302241811,3,73,24,1,0,0,0
20240302241812,1,65,18,2,0,0,0
20240302241812,2,68,20,1,0,0,0
20240302241816,1,79,18,2,0,0,0
20240302241816,2,78,20,1,0,0,0
20240302241816,3,46,22,2,0,0,0
20240302241816,4,46,22,2,0,0,0
20240302241817,1,62,18,2,0,0,0
20240302241817,2,13,22,1,0,0,0
20240302241821,1,60,18,1,0,0,0
20240302241821,2,54,20,2,0,0,0
20240302241823,1,80,18,2,0,0,0
20240302241823,2,85,20,1,60,0,0
20240302241824,1,61,19,1,0,0,0
20240302241824,2,64,21,2,0,0,0
20240302241825,1,28,19,2,0,0,0
20240302241826,1,44,18,2,0,0,0
20240302241826,2,43,20,1,0,0,0
20240302241826,3,10,22,2,0,0,0
20240302241826,4,3,22,2,0,0,0
20240302241828,1,40,18,2,0,0,0
20240302241828,2,74,24,2,0,0,0
20240302241830,1,41,18,1,0,0,0
20240302241830,2,33,20,2,0,0,0
20240302241834,1,80,18,1,0,0,0
20240302241834,2,61,22,2,0,0,0
20240302241839,1,74,19,2,0,0,0
20240302241846,1,63,19,2,0,0,0
20240302241847,1,64,18,1,0,0,0
20240302241847,2,67,20,2,0,0,0
20240302241847,3,29,22,1,0,0,0
20240302241852,1,63,18,1,0,0,0
20240302241852,2,53,20,2,0,0,0
20240302241859,1,43,18,1,0,0,0
20240302241859,2,41,20,2,0,0,0
20240302241859,3,13,22,1,0,0,0
20240302241859,4,10,22,2,0,0,0
20240302241863,1,73,18,1,0,0,0
20240302241863,2,70,20,2,0,0,0
20240302241866,1,77,18,2,0,0,0
20240302241866,2,80,20,1,0,0,0
20240302241868,1,70,18,1,0,0,0
20240302241868,2,55,20,2,0,0,0
20240302241868,3,26,22,2,0,0,0
20240302241876,1,66,18,2,0,0,0
20240302241876,2,67,20,1,0,0,0
20240302241881,1,62,18,2,0,0,0
20240302241881,2,62,20,1,0,0,0
20240302241882,1,65,18,2,0,0,0
20240302241882,2,62,20,1,0,0,0
20240302241886,1,74,18,2,0,0,0
20240302241886,2,77,20,1,0,0,0
20240302241891,1,60,18,2,0,0,0
20240302241891,2,31,22,2,0,0,0
20240302241905,1,52,18,1,0,0,0
20240302241905,2,52,20,2,0,0,0
20240302241905,3,15,22,2,0,0,0
20240302241906,1,52,18,1,0,0,0
20240302241906,2,48,20,2,0,0,0
20240302241906,3,12,22,1,0,0,0
20240302241911,1,55,18,2,0,0,0
20240302241911,2,56,20,1,0,0,0
20240302241911,3,21,22,2,0,0,0
20240302241911,4,23,22,2,0,0,0
20240302241922,1,51,18,2,0,0,0
20240302241922,2,50,20,1,0,0,0
20240302241922,3,15,22,2,0,0,0
20240302241934,1,58,19,1,0,0,0
20240302241942,1,41,18,2,0,0,0
20240302241942,2,38,20,1,0,0,0
20240302241942,3,11,22,1,0,0,0
20240302241942,4,7,22,2,0,0,0
20240302241949,1,62,19,1,0,0,0
20240302241949,2,60,21,2,0,0,0
20240302241950,1,48,18,2,0,0,0
20240302241950,2,7,22,2,0,0,0
20240302241950,3,4,22,2,0,0,0
20240302241958,1,39,18,2,0,0,0
20240302241958,2,42,20,1,0,0,0
20240302241958,3,16,22,1,0,0,0
20240302241961,1,41,18,2,0,0,0
20240302241961,2,13,22,2,0,0,0
20240302241965,1,85,18,1,60,0,0
20240302241965,2,80,20,2,0,0,0
20240302241967,1,53,19,1,0,0,0
20240302241969,1,58,19,2,0,0,0
20240302241971,1,37,18,2,0,0,0
20240302241971,2,37,20,1,0,0,0
20240302241971,3,1,22,2,0,0,0
20240302241973,1,53,18,1,0,0,0
20240302241973,2,56,20,2,0,0,0
20240302241973,3,19,22,2,0,0,0
20240302241973,4,22,22,2,0,0,0
20240302241975,1,34,18,2,0,0,0
20240302241975,2,49,26,2,0,0,0
20240302241975,3,49,26,1,0,0,0
20240302241975,4,16,26,2,0,0,0
20240302241975,5,11,26,2,0,0,0
20240302241975,6,10,22,2,0,0,0
20240302241975,7,4,22,2,0,0,0
20240302241977,1,77,19,2,0,0,0
20240302241978,1,85,19,1,60,0,0
20240302241979,1,29,18,1,0,0,0
20240302241979,2,29,20,2,0,0,0
20240302241983,1,36,18,2,0,0,0
20240302241983,2,38,20,1,0,0,0
20240302241984,1,78,18,1,0,0,0
20240302241984,2,78,20,2,0,0,0
20240302241992,1,85,18,1,60,0,0
20240302241992,2,85,20,2,60,0,0
20240302242000,1,51,19,1,0,0,0
20240302242001,1,77,18,2,0,0,0
20240302242001,2,71,20,1,0,0,0
20240302242003,1,62,19,2,0,0,0
20240302242006,1,51,19,2,0,0,0
20240302242010,1,31,19,1,0,0,0
20240302242011,1,73,19,1,0,0,0
20240302242025,1,46,18,2,0,0,0
20240302242025,2,44,20,1,0,0,0
20240302242026,1,59,18,2,0,0,0
20240302242026,2,59,20,1,0,0,0
20240302242029,1,56,18,1,0,0,0
20240302242029,2,56,20,2,0,0,0
20240302242031,1,75,19,1,0,0,0
20240302242036,1,50,18,1,0,0,0
20240302242036,2,54,20,2,0,0,0
20240302242036,3,21,22,1,0,0,0
20240302242036,4,19,22,2,0,0,0
20240302242037,1,32,19,2,0,0,0
20240302242037,2,48,21,1,0,0,0
20240302242039,1,66,19,2,0,0,0
20240302242042,1,68,18,1,0,0,0
20240302242042,2,68,20,2,0,0,0
20240302242047,1,74,18,1,0,0,0
20240302242047,2,74,20,2,0,0,0
20240302242051,1,64,19,1,0,0,0
20240302242054,1,44,19,1,0,0,0
20240302242054,2,46,21,2,0,0,0
20240302242055,1,40,18,2,0,0,0
20240302242055,2,49,20,1,0,0,0
20240302242055,3,10,22,1,0,0,0
20240302242055,4,4,22,1,0,0,0
20240302242062,1,61,18,2,0,0,0
20240302242062,2,74,20,1,0,0,0
20240302242070,1,42,19,1,0,0,0
20240302242072,1,26,18,1,0,0,0
20240302242072,2,70,24,1,0,0,0
20240302242072,3,65,24,2,0,0,0
20240302242074,1,65,18,2,0,0,0
20240302242074,2,65,20,1,0,0,0
20240302242076,1,66,18,1,0,0,0
20240302242076,2,64,20,2,0,0,0
20240302242078,1,70,18,2,0,0,0
20240302242078,2,40,22,2,0,0,0
20240302242078,3,71,20,1,0,0,0
20240302242079,1,66,18,1,0,0,0
20240302242079,2,70,20,2,0,0,0
20240302242081,1,43,18,1,0,0,0
20240302242081,2,43,20,2,0,0,0
20240302242081,3,10,22,1,0,0,0
20240302242081,4,7,22,1,0,0,0
20240302242082,1,28,18,1,0,0,0
20240302242082,2,28,21,2,0,0,0
20240302242095,1,73,18,1,0,0,0
20240302242095,2,69,20,2,0,0,0
20240302242096,1,80,18,1,60,0,0
20240302242096,2,75,20,2,0,0,0
20240302242104,1,27,18,2,0,0,0
20240302242104,2,23,25,1,0,0,0
20240302242104,3,51,24,2,0,0,0
20240302242104,4,25,25,1,0,0,0
20240302242104,5,49,24,1,0,0,0
20240302242108,1,75,18,2,0,0,0
20240302242108,2,70,20,1,0,0,0
20240302242110,1,67,18,2,0,0,0
20240302242110,2,43,22,1,0,0,0
20240302242111,1,55,18,1,0,0,0
20240302242111,2,62,20,2,23,0,0
20240302242111,3,15,22,1,23,0,0
20240302242113,1,65,18,2,0,0,0
20240302242113,2,68,20,1,0,0,0
20240302242118,1,46,18,1,0,0,0
20240302242118,2,46,20,2,0,0,0
20240302242118,3,20,22,1,0,0,0
20240302242118,4,16,22,1,0,0,0
20240302242120,1,49,18,1,0,0,0
20240302242120,2,49,20,2,0,0,0
20240302242121,1,35,18,2,0,0,0
20240302242121,2,32,20,1,0,0,0
20240302242121,4,11,22,1,0,0,0
20240302242121,5,37,25,2,0,0,0
20240302242121,6,36,25,1,0,0,0
20240302242129,1,33,18,1,0,0,0
20240302242129,2,80,26,1,0,0,0
20240302242129,3,29,21,2,0,0,0
20240302242130,1,38,18,1,0,0,0
20240302242130,2,37,20,2,0,0,0
20240302242130,3,11,22,2,0,0,0
20240302242130,4,17,40,1,0,0,0
20240302242143,1,30,18,2,0,0,0
20240302242143,2,73,24,1,0,0,0
20240302242143,3,60,24,2,0,0,0
20240302242143,4,15,25,1,0,0,0
20240302242146,1,61,18,1,0,0,0
20240302242146,2,85,24,2,60,0,0
20240302242151,1,67,19,1,0,0,0
20240302242156,1,68,18,2,0,0,0
20240302242156,2,69,20,1,0,0,0
20240302242157,1,25,18,2,0,0,0
20240302242157,2,2,22,1,0,0,0
20240302242161,1,78,18,2,0,0,0
20240302242161,2,80,20,1,0,0,0
20240302242162,1,38,18,1,0,0,0
20240302242162,2,39,20,2,0,0,0
20240302242162,3,11,22,2,0,0,0
20240302242162,4,9,22,2,0,0,0
20240302242162,5,4,22,2,0,0,0
20240302242166,1,67,18,2,0,0,0
20240302242166,2,70,20,1,0,0,0
20240302242175,1,52,18,1,0,0,0
20240302242175,2,53,20,2,0,0,0
20240302242175,3,19,22,2,0,0,0
20240302242175,4,17,22,2,0,0,0
20240302242175,5,17,22,2,0,0,0
20240302242180,1,85,19,2,60,0,0
20240302242185,1,80,18,1,0,0,0
20240302242185,2,80,20,2,0,0,0
20240302242188,1,33,18,2,0,0,0
20240302242188,2,64,24,2,0,0,0
20240302242189,1,70,18,1,0,0,0
20240302242189,2,69,20,2,0,0,0
20240302242199,1,50,18,1,0,0,0
20240302242199,2,53,20,1,0,0,0
20240302242202,1,80,18,2,0,0,0
20240302242202,2,80,20,1,0,0,0
20240302242206,1,28,18,2,0,0,0
20240302242206,2,10,22,2,0,0,0
20240302242206,3,5,22,2,0,0,0
20240302242206,4,0,22,1,0,0,0
20240302242206,5,33,20,1,0,0,0
20240302242207,1,66,18,2,0,0,0
20240302242207,2,71,20,1,0,0,0
20240302242214,1,64,19,1,0,0,0
20240302242219,1,44,18,1,0,0,0
20240302242219,2,48,20,2,0,0,0
20240302242219,3,14,22,1,0,0,0
20240302242219,4,14,22,1,0,0,0
20240302242221,1,67,18,2,0,0,0
20240302242221,2,32,22,1,0,0,0
20240302242221,5,29,28,2,0,0,0
20240302242222,1,54,18,2,0,0,0
20240302242222,2,52,20,1,0,0,0
20240302242222,3,5,22,1,0,0,0
20240302242222,5,3,23,2,0,0,0
20240302242222,6,78,25,2,0,0,0
20240302242225,1,61,18,2,0,0,0
20240302242225,2,52,25,1,0,0,0
20240302242225,3,55,28,1,0,0,0
20240302242229,1,49,19,2,0,0,0
20240302242230,1,69,18,1,0,0,0
20240302242230,2,64,20,2,0,0,0
20240302242230,3,10,22,2,0,0,0
20240302242234,1,35,18,2,0,0,0
20240302242234,2,27,20,1,0,0,0
20240302242234,3,6,22,2,0,0,0
20240302242234,4,4,22,1,0,0,0
20240302242237,1,55,18,1,0,0,0
20240302242237,2,51,20,2,0,0,0
20240302242238,1,51,18,2,0,0,0
20240302242238,2,56,20,1,0,0,0
20240302242238,3,18,22,1,0,0,0
20240302242238,4,13,22,2,0,0,0
20240302242240,1,63,18,2,0,0,0
20240302242240,2,64,20,1,0,0,0
20240302242252,1,44,18,1,0,0,0
20240302242252,2,70,24,1,0,0,0
20240302242252,3,72,24,2,0,0,0
20240302242255,1,66,19,1,0,0,0
20240302242255,2,49,21,1,0,0,0
20240302242260,1,66,19,1,0,0,0
20240302242264,1,49,18,2,0,0,0
20240302242264,2,51,20,1,0,0,0
20240302242264,3,17,22,1,0,0,0
20240302242268,1,70,18,2,0,0,0
20240302242268,2,71,20,1,0,0,0
20240302242271,1,80,18,1,0,0,0
20240302242271,2,80,20,2,0,0,0
20240302242275,1,37,18,1,0,0,0
20240302242275,2,39,20,2,0,0,0
20240302242275,3,16,22,2,0,0,0
20240302242275,4,20,22,1,0,0,0
20240302242276,1,39,19,2,0,0,0
20240302242284,1,75,18,2,0,0,0
20240302242284,3,43,22,2,0,0,0
20240302242288,1,73,19,1,0,0,0
20240302242292,1,76,18,2,0,0,0
20240302242292,2,80,20,1,0,0,0
20240302242292,4,39,25,1,0,0,0
20240302242292,5,20,25,1,0,0,0
20240302242292,6,37,25,2,0,0,0
20240302242292,7,19,25,2,0,0,0
20240302242292,8,10,25,2,0,0,0
20240302242296,1,63,19,2,0,0,0
20240302242297,1,70,19,2,0,0,0
20240302242298,1,53,19,2,0,0,0
20240302242317,1,78,18,2,0,0,0
20240302242317,2,79,20,1,0,0,0
20240302242322,1,77,18,2,0,0,0
20240302242324,1,29,19,1,0,0,0
20240302242324,2,5,40,1,0,0,0
20240302242325,1,37,18,2,0,0,0
20240302242325,2,12,22,2,0,0,0
20240302242325,3,10,22,2,0,0,0
20240302242329,1,45,18,2,0,0,0
20240302242329,2,18,22,2,0,0,0
20240302242329,3,14,22,1,0,0,0
20240302242329,4,12,22,1,0,0,0
20240302242333,1,46,18,2,0,0,0
20240302242333,2,44,20,1,0,0,0
20240302242333,3,17,22,1,0,0,0
20240302242333,4,14,22,2,0,0,0
20240302242333,5,12,22,1,0,0,0
20240302242336,1,38,18,2,0,0,0
20240302242336,2,43,20,1,0,0,0
20240302242337,1,36,18,2,0,0,0
20240302242337,2,10,22,2,0,0,0
20240302242337,3,9,22,2,0,0,0
20240302242345,1,37,18,1,0,0,0
20240302242345,2,38,20,2,0,0,0
20240302242345,3,17,22,1,0,0,0
20240302242345,4,14,22,1,0,0,0
20240302242345,5,12,22,1,0,0,0
20240302242345,6,12,22,1,0,0,0
20240302242345,7,7,22,2,0,0,0
20240302242348,1,77,18,1,0,0,0
20240302242348,2,73,20,2,0,0,0
20240302242349,1,64,19,1,0,0,0
20240302242350,1,40,18,2,0,0,0
20240302242350,2,39,20,1,0,0,0
20240302242350,3,11,22,1,0,0,0
20240302242354,1,76,18,2,0,0,0
20240302242354,2,75,20,1,0,0,0
20240302242357,1,64,18,2,0,0,0
20240302242357,2,64,20,1,0,0,0
20240302242362,1,71,19,2,0,0,0
20240302242363,1,43,18,2,0,0,0
20240302242363,2,46,20,1,0,0,0
20240302242363,3,15,22,2,0,0,0
20240302242371,1,40,18,1,0,0,0
20240302242371,2,34,20,2,0,0,0
20240302242371,3,15,22,1,0,0,0
20240302242371,4,4,22,2,0,0,0
20240302242371,5,14,22,1,0,0,0
20240303240045,1,29,19,1,0,0,0
20240303240058,1,31,18,1,0,0,0
20240303240058,2,30,20,2,0,0,0
20240303240097,1,17,18,2,0,0,0
20240303240097,2,35,24,2,0,0,0
20240303240097,3,1,25,1,0,0,0
20240303240097,4,31,24,1,0,0,0
20240303240125,1,23,19,1,0,0,0
20240303240125,2,24,28,1,0,0,0
20240303240129,1,25,18,2,0,0,0
20240303240129,2,5,22,2,0,0,0
20240303240129,3,5,22,2,0,0,0
20240303240129,4,42,26,2,0,0,0
20240303240181,1,22,18,2,0,0,0
20240303240181,2,68,24,1,0,0,0
20240303240181,3,42,24,2,0,0,0
20240303240181,4,8,22,2,0,0,0
20240303240181,5,6,22,2,0,0,0
20240303240182,1,22,19,1,0,0,0
20240303240189,1,25,18,1,0,0,0
20240303240189,2,26,25,1,0,0,0
20240303240189,3,23,26,2,0,0,0
20240303240189,4,22,26,1,0,0,0
20240303240222,1,17,18,2,0,0,0
20240303240222,2,49,24,2,0,0,0
20240303240222,3,70,26,2,0,0,0
20240303240245,1,21,18,1,0,0,0
20240303240245,2,59,24,1,0,0,0
20240303240245,3,56,24,2,0,0,0
20240303240245,4,24,25,1,0,0,0
20240303240245,5,19,25,2,0,0,0
20240303240245,6,78,26,2,0,0,0
20240303240310,1,23,18,2,0,0,0
20240303240310,2,45,24,2,0,0,0
20240303240310,3,46,24,1,0,0,0
20240303240333,1,16,18,2,0,0,0
20240303240333,2,62,24,1,0,0,0
20240303240333,3,53,24,2,0,0,0
20240303240333,4,21,25,2,0,0,0
20240303240518,1,33,18,1,0,0,0
20240303240518,2,33,20,2,0,0,0
20240303240536,1,74,18,1,0,0,0
20240303240536,2,75,20,2,0,0,0
20240303240620,1,85,19,2,60,0,0
20240303240629,1,46,19,1,0,0,0
20240303240631,1,80,18,1,0,0,0
20240303240631,2,80,20,2,0,0,0
20240303240646,1,46,18,2,0,0,0
20240303240646,2,48,20,1,0,0,0
20240303240646,3,20,22,1,0,0,0
20240303240646,4,18,22,2,0,0,0
20240303240646,5,18,22,1,0,0,0
20240303240646,6,13,22,1,0,0,0
20240303240647,1,66,18,2,0,0,0
20240303240647,2,72,20,1,0,0,0
20240303240649,1,50,18,2,0,0,0
20240303240649,2,56,20,1,0,0,0
20240303240724,1,35,18,1,0,0,0
20240303240724,2,35,20,2,0,0,0
20240303240724,3,3,22,2,0,0,0
20240303240726,1,31,19,1,0,0,0
20240303240736,1,60,18,2,0,0,0
20240303240736,2,61,20,1,0,0,0
20240303240800,1,47,19,2,0,0,0
20240303240802,1,68,18,2,0,0,0
20240303240802,2,68,20,1,0,0,0
20240303240803,1,64,18,2,0,0,0
20240303240803,2,78,20,1,0,0,0
20240303240810,1,70,19,2,0,0,0
20240303240828,1,62,18,1,0,0,0
20240303240828,2,61,20,2,0,0,0
20240303240853,1,49,18,1,0,0,0
20240303240853,2,38,22,1,0,0,0
20240303240853,3,58,20,2,0,0,0
20240303240853,4,37,22,1,0,0,0
20240303240899,1,30,19,1,0,0,0
20240303241007,1,38,19,1,0,0,0
20240303241015,1,30,19,1,0,0,0
20240303241015,2,30,21,2,0,0,0
20240303241030,1,62,18,2,0,0,0
20240303241030,2,85,24,2,60,0,0
20240303241030,3,61,21,1,0,0,0
20240303241055,1,54,18,2,0,0,0
20240303241055,2,85,24,1,60,0,0
20240303241055,3,80,24,2,0,0,0
20240303241055,4,26,26,2,0,0,0
20240303241055,5,22,26,1,0,0,0
20240303241055,6,14,26,1,0,0,0
20240303241083,1,31,18,1,0,0,0
20240303241083,2,30,20,2,0,0,0
20240303241083,3,0,22,2,0,0,0
20240303241119,1,46,18,1,0,0,0
20240303241119,2,51,20,2,0,0,0
20240303241119,3,17,22,2,0,0,0
20240303241119,4,15,22,2,0,0,0
20240303241158,1,58,18,2,0,0,0
20240303241158,2,61,20,1,0,0,0
20240303241178,1,39,18,2,0,0,0
20240303241178,2,60,20,1,0,0,0
20240303241178,3,3,22,1,0,0,0
20240303241178,4,17,40,1,0,0,0
20240303241184,1,28,18,1,0,0,0
20240303241184,2,59,24,1,0,0,0
20240303241184,3,59,24,2,0,0,0
20240303241189,1,80,18,2,0,0,0
20240303241189,2,80,25,2,0,0,0
20240303241204,1,61,19,2,0,0,0
20240303241208,1,49,18,2,0,0,0
20240303241208,2,51,20,1,0,0,0
20240303241208,3,13,22,1,0,0,0
20240303241208,4,10,22,2,0,0,0
20240303241270,1,59,18,2,0,0,0
20240303241270,2,63,20,1,0,0,0
20240303241298,1,45,18,1,0,0,0
20240303241298,2,39,20,2,0,0,0
20240303241300,1,67,18,1,0,0,0
20240303241300,2,66,20,2,0,0,0
20240303241309,1,61,19,2,0,0,0
20240303241320,1,57,19,1,0,0,0
20240303241350,1,49,19,2,0,0,0
20240303241350,2,51,20,1,0,0,0
20240303241359,1,80,19,1,0,0,0
20240303241364,1,47,18,2,0,0,0
20240303241364,2,46,20,1,0,0,0
20240303241371,1,28,18,1,0,0,0
20240303241371,2,57,24,2,0,0,0
20240303241371,3,58,24,1,0,0,0
20240303241371,4,25,25,1,0,0,0
20240303241371,5,85,26,2,60,0,0
20240303241465,1,75,18,1,0,0,0
20240303241465,2,76,20,2,0,0,0
20240303241478,1,75,18,2,0,0,0
20240303241478,2,70,20,1,0,0,0
20240303241482,1,69,19,1,0,0,0
20240303241484,1,74,18,2,0,0,0
20240303241484,2,70,20,1,0,0,0
20240303241489,1,75,19,2,0,0,0
20240303241490,1,35,19,2,0,0,0
20240303241495,1,80,19,2,0,0,0
20240303241501,1,66,19,2,0,0,0
20240303241512,1,34,18,1,0,0,0
20240303241512,2,34,20,2,0,0,0
20240303241512,3,5,22,1,0,0,0
20240303241512,4,3,22,2,0,0,0
20240303241512,5,2,22,1,0,0,0
20240303241573,1,80,18,2,0,0,0
20240303241573,2,80,20,1,0,0,0
20240303241580,1,45,18,2,0,0,0
20240303241580,2,46,20,1,0,0,0
20240303241580,3,16,22,1,0,0,0
20240303241620,1,68,18,1,0,0,0
20240303241620,2,64,20,2,0,0,0
20240303241622,1,67,18,2,0,0,0
20240303241622,2,9,26,2,0,0,0
20240303241682,1,78,18,1,0,0,0
20240303241682,2,77,20,2,0,0,0
20240303241713,1,50,18,1,0,0,0
20240303241713,2,46,20,2,0,0,0
20240303241713,3,11,22,1,0,0,0
20240303241713,4,13,22,2,0,0,0
20240303241770,1,33,18,1,0,0,0
20240303241770,2,33,20,2,0,0,0
20240303241770,3,0,22,1,0,0,0
20240303241805,1,48,18,2,0,0,0
20240303241805,2,48,20,1,0,0,0
20240303241805,3,12,22,1,0,0,0
20240303241805,4,71,25,1,0,0,0
20240303241805,5,68,25,2,0,0,0
20240303241817,1,77,19,1,0,0,0
20240303241844,1,80,19,1,0,0,0
20240303241859,1,42,19,1,0,0,0
20240303241873,1,64,18,2,0,0,0
20240303241873,2,66,20,1,0,0,0
20240303241873,3,85,25,2,60,0,0
20240303241897,1,64,18,2,0,0,0
20240303241897,2,80,20,1,0,0,0
20240303241912,1,64,19,2,0,0,0
20240303241924,1,57,19,2,0,0,0
20240303241933,1,45,18,2,0,0,0
20240303241933,2,43,20,1,0,0,0
20240303241933,3,8,22,1,0,0,0
